14	3
-0.004548610065592856	-0.007148624350128536	-0.002550219534116588	1
-0.004955737602829798	-0.006920159629173825	-0.003038758243287528	1
-0.005944954122625865	-0.0004914910346738185	-0.001878332489165593	1
-0.005809710106821617	-0.00384955754630834	-0.001990661526119948	1
-0.005805303570990279	-0.01118911551275418	-0.0009351085858408419	1
-0.005269983345608531	-0.009399752996322848	-9.122254875358211e-05	1
-0.006228731141429904	-0.006008668896848447	-0.002182587367284264	1
-0.002285061424030948	-0.004817176099812754	-0.004561378877236454	1
-0.00658734373154906	-0.005429410726622197	-0.001289744411853633	1
-0.005187880873787802	-0.004394000462621951	-0.003473893252422905	1
-0.005776205709048902	-0.0049607033107843	-0.001851989522462472	1
-0.004231258543652886	-0.01013074766670597	-0.003072428485098467	1
-0.006062506489980417	-0.006031548068079567	-0.001558719184784006	1
-0.002863669010934039	-0.005996059771999565	-0.00364419331314612	1
